Time	Prediction	Expectation	Found	Runtime
33.43735680979189	..((((....)))).	..((((....)))).	true	
104.85993215324574	..((((....)))).	..((((....)))).	true	
8.164133538218985	..((((....)))).	..((((....)))).	true	
25.33962431284102	..((((....)))).	..((((....)))).	true	
16.118339423392893	..((((....)))).	..((((....)))).	true	
17.58662474053871	..((((....)))).	..((((....)))).	true	
32.73900433738324	..((((....)))).	..((((....)))).	true	
13.9720341339862	..((((....)))).	..((((....)))).	true	
5.461454403813248	..((((....)))).	..((((....)))).	true	
91.18874095465429	..((((....)))).	..((((....)))).	true	
38.45747414049508	..((((....)))).	..((((....)))).	true	
9.219068500762384	..((((....)))).	..((((....)))).	true	
15.12786816129833	..((((....)))).	..((((....)))).	true	
18.89813268907468	..((((....)))).	..((((....)))).	true	
27.48065288659827	..((((....)))).	..((((....)))).	true	
14.164083872187971	..((((....)))).	..((((....)))).	true	
110.31396561737061	..((((....)))).	..((((....)))).	true	
25.504944696982054	..((((....)))).	..((((....)))).	true	
24.165314358593864	..((((....)))).	..((((....)))).	true	
9.128798733998895	..((((....)))).	..((((....)))).	true	
8.668482589148365	..((((....)))).	..((((....)))).	true	
5.23617288695947	..((((....)))).	..((((....)))).	true	
5.411605405374531	..((((....)))).	..((((....)))).	true	
20.271624690253546	..((((....)))).	..((((....)))).	true	
4.571812036501198	..((((....)))).	..((((....)))).	true	
168.54221986783105	..((((....)))).	..((((....)))).	true	
9.528132070141467	..((((....)))).	..((((....)))).	true	
142.2093986929271	..((((....)))).	..((((....)))).	true	
9.89654082128285	..((((....)))).	..((((....)))).	true	
172.41389437522287	..((((....)))).	..((((....)))).	true	
36.04665738089079	..((((....)))).	..((((....)))).	true	
34.75493806557462	..((((....)))).	..((((....)))).	true	
5.78984157182544	..((((....)))).	..((((....)))).	true	
28.2564957673637	..((((....)))).	..((((....)))).	true	
39.286902883219334	..((((....)))).	..((((....)))).	true	
22.719060271968743	..((((....)))).	..((((....)))).	true	
92.89364182442755	..((((....)))).	..((((....)))).	true	
25.914539934430586	..((((....)))).	..((((....)))).	true	
151.49669826416155	..((((....)))).	..((((....)))).	true	
27.570814429826253	..((((....)))).	..((((....)))).	true	
13.126265797009601	..((((....)))).	..((((....)))).	true	
16.22833430638071	..((((....)))).	..((((....)))).	true	
13.095150064369358	..((((....)))).	..((((....)))).	true	
22.24019806226364	..((((....)))).	..((((....)))).	true	
8.308985667607304	..((((....)))).	..((((....)))).	true	
15.655887704362852	..((((....)))).	..((((....)))).	true	
34.31077519738689	..((((....)))).	..((((....)))).	true	
26.129357076374518	..((((....)))).	..((((....)))).	true	
22.015140429883495	..((((....)))).	..((((....)))).	true	
56.32776816024947	..((((....)))).	..((((....)))).	true	
6.661476072754478	..((((....)))).	..((((....)))).	true	
59.06493035565495	..((((....)))).	..((((....)))).	true	
7.26855668490073	..((((....)))).	..((((....)))).	true	
81.259747615781	..((((....)))).	..((((....)))).	true	
75.12730178468313	..((((....)))).	..((((....)))).	true	
15.821899187063753	..((((....)))).	..((((....)))).	true	
48.55542700097355	..((((....)))).	..((((....)))).	true	
47.315826104762614	..((((....)))).	..((((....)))).	true	
9.754466872035177	..((((....)))).	..((((....)))).	true	
80.02308390603135	..((((....)))).	..((((....)))).	true	
6.647695801542706	..((((....)))).	..((((....)))).	true	
2.4011153267884855	..((((....)))).	..((((....)))).	true	
155.5792795823014	..((((....)))).	..((((....)))).	true	
22.47282133906889	..((((....)))).	..((((....)))).	true	
